Iter,GalaPoints,GalaRank,GF_Result,GL_Result,GalaLostFrankfurt,GalaWonFrankfurt
2544,12,14,L,L,1,0
2545,10,20,W,L,0,1
2546,3,36,D,L,0,0
2547,10,18,D,L,0,0
2548,16,4,L,L,1,0
2549,13,13,L,W,1,0
2550,13,9,W,W,0,1
2551,9,25,D,D,0,0
2552,15,8,W,D,0,1
2553,11,19,L,L,1,0
2554,12,14,D,W,0,0
2555,18,3,W,L,0,1
2556,14,8,W,D,0,1
2557,11,17,D,L,0,0
2558,8,27,L,D,1,0
2559,9,23,W,L,0,1
2560,8,29,L,L,1,0
2561,8,22,D,L,0,0
2562,13,13,W,D,0,1
2563,6,31,L,D,1,0
2564,9,25,D,D,0,0
2565,3,35,D,L,0,0
2566,10,25,D,D,0,0
2567,12,20,L,D,1,0
2568,13,10,L,L,1,0
2569,13,12,L,W,1,0
2570,6,33,D,L,0,0
2571,3,34,L,L,1,0
2572,9,28,W,L,0,1
2573,14,11,L,L,1,0
2574,4,33,L,W,1,0
2575,9,23,L,L,1,0
2576,15,6,D,L,0,0
2577,11,19,D,D,0,0
2578,7,30,L,L,1,0
2579,10,24,D,L,0,0
2580,9,24,L,W,1,0
2581,8,24,L,L,1,0
2582,11,17,D,W,0,0
2583,7,30,L,D,1,0
2584,11,17,L,L,1,0
2585,12,20,D,L,0,0
2586,16,3,W,L,0,1
2587,8,26,D,W,0,0
2588,8,29,L,D,1,0
2589,9,23,L,D,1,0
2590,9,25,D,W,0,0
2591,12,13,L,W,1,0
2592,7,31,L,L,1,0
2593,7,31,D,D,0,0
2594,12,13,L,W,1,0
2595,15,10,D,L,0,0
2596,14,8,L,W,1,0
2597,12,17,L,L,1,0
2598,16,5,L,W,1,0
2599,13,12,L,W,1,0
2600,10,21,W,L,0,1
2601,6,34,D,L,0,0
2602,15,7,D,D,0,0
2603,11,15,L,L,1,0
2604,3,34,L,L,1,0
2605,8,29,D,L,0,0
2606,9,23,L,D,1,0
2607,13,13,L,W,1,0
2608,4,35,D,L,0,0
2609,12,18,D,L,0,0
2610,7,30,W,L,0,1
2611,5,33,D,W,0,0
2612,19,1,W,W,0,1
2613,14,9,D,L,0,0
2614,6,31,W,L,0,1
2615,8,27,D,L,0,0
2616,5,33,L,D,1,0
2617,10,20,W,L,0,1
2618,16,4,W,D,0,1
2619,8,27,W,L,0,1
2620,11,14,L,D,1,0
2621,9,22,D,L,0,0
2622,18,3,W,D,0,1
2623,4,34,D,L,0,0
2624,5,33,L,L,1,0
2625,13,14,W,D,0,1
2626,16,5,D,W,0,0
2627,8,27,D,L,0,0
2628,11,18,W,W,0,1
2629,6,31,L,L,1,0
2630,5,33,W,L,0,1
2631,9,22,L,L,1,0
2632,9,27,L,D,1,0
2633,8,27,D,L,0,0
2634,10,24,L,W,1,0
2635,7,28,D,D,0,0
2636,12,18,L,W,1,0
2637,11,20,W,D,0,1
2638,4,36,L,L,1,0
2639,12,17,D,W,0,0
2640,12,15,W,W,0,1
2641,11,19,W,L,0,1
2642,4,34,L,L,1,0
2643,8,26,L,D,1,0
2644,6,31,L,L,1,0
2645,14,8,D,W,0,0
2646,8,28,W,L,0,1
2647,10,24,L,L,1,0
2648,11,17,L,L,1,0
2649,9,24,L,D,1,0
2650,7,33,D,D,0,0
2651,9,23,L,W,1,0
2652,9,25,W,L,0,1
2653,7,29,L,L,1,0
2654,14,8,L,D,1,0
2655,12,13,W,D,0,1
2656,10,23,W,W,0,1
2657,11,20,W,L,0,1
2658,14,11,D,W,0,0
2659,4,35,D,D,0,0
2660,6,31,L,L,1,0
2661,8,30,L,D,1,0
2662,11,18,W,W,0,1
2663,7,29,W,D,0,1
2664,5,33,D,L,0,0
2665,11,19,D,W,0,0
2666,16,3,L,W,1,0
2667,11,15,D,W,0,0
2668,7,30,L,L,1,0
2669,8,27,W,D,0,1
2670,4,33,L,L,1,0
2671,9,24,W,L,0,1
2672,8,26,L,L,1,0
2673,10,22,L,W,1,0
2674,8,28,W,L,0,1
2675,12,17,W,L,0,1
2676,13,13,L,D,1,0
2677,8,27,L,L,1,0
2678,16,6,W,L,0,1
2679,6,32,L,L,1,0
2680,13,14,W,L,0,1
2681,8,25,L,D,1,0
2682,8,27,L,L,1,0
2683,2,36,L,L,1,0
2684,7,29,D,W,0,0
2685,9,26,L,L,1,0
2686,11,18,L,L,1,0
2687,13,13,L,D,1,0
2688,7,30,L,L,1,0
2689,9,27,D,L,0,0
2690,8,23,L,L,1,0
2691,10,21,W,L,0,1
2692,10,22,D,L,0,0
2693,14,10,W,D,0,1
2694,13,12,L,L,1,0
2695,12,16,D,L,0,0
2696,6,31,D,L,0,0
2697,9,24,D,L,0,0
2698,9,25,L,L,1,0
2699,5,31,L,W,1,0
2700,6,31,D,D,0,0
2701,13,15,D,W,0,0
2702,10,20,L,L,1,0
2703,13,13,D,L,0,0
2704,13,12,W,D,0,1
2705,7,28,L,D,1,0
2706,12,14,D,W,0,0
2707,10,21,W,L,0,1
2708,9,27,W,W,0,1
2709,11,21,L,L,1,0
2710,10,23,L,L,1,0
2711,15,8,W,W,0,1
2712,8,29,L,W,1,0
2713,7,27,L,L,1,0
2714,6,30,D,L,0,0
2715,12,13,L,L,1,0
2716,10,24,L,W,1,0
2717,3,36,L,L,1,0
2718,11,19,D,L,0,0
2719,6,29,W,L,0,1
2720,14,10,D,W,0,0
2721,9,24,W,W,0,1
2722,10,23,W,D,0,1
2723,17,5,W,L,0,1
2724,8,27,W,W,0,1
2725,11,16,W,L,0,1
2726,11,20,W,L,0,1
2727,10,22,D,D,0,0
2728,10,18,W,L,0,1
2729,6,32,L,L,1,0
2730,10,21,L,L,1,0
2731,12,15,L,L,1,0
2732,10,23,D,L,0,0
2733,3,35,L,L,1,0
2734,13,12,L,W,1,0
2735,10,21,W,L,0,1
2736,20,2,W,W,0,1
2737,4,34,L,L,1,0
2738,9,25,L,L,1,0
2739,11,16,L,W,1,0
2740,7,29,L,W,1,0
2741,12,17,L,W,1,0
2742,11,17,W,W,0,1
2743,11,16,L,L,1,0
2744,5,33,D,L,0,0
2745,5,35,L,L,1,0
2746,17,4,W,W,0,1
2747,13,11,L,W,1,0
2748,6,33,W,L,0,1
2749,12,15,L,W,1,0
2750,12,15,L,D,1,0
2751,18,4,W,W,0,1
2752,13,10,L,W,1,0
2753,6,29,D,L,0,0
2754,6,31,L,L,1,0
2755,7,30,L,D,1,0
2756,11,18,D,W,0,0
2757,8,26,D,W,0,0
2758,7,32,W,L,0,1
2759,14,8,W,W,0,1
2760,9,26,L,W,1,0
2761,10,20,L,L,1,0
2762,10,21,W,W,0,1
2763,10,20,L,D,1,0
2764,10,21,L,W,1,0
2765,16,6,W,L,0,1
2766,9,23,W,L,0,1
2767,13,14,W,L,0,1
2768,7,29,L,D,1,0
2769,7,29,L,L,1,0
2770,6,32,L,L,1,0
2771,13,11,D,L,0,0
2772,11,17,D,L,0,0
2773,7,32,L,L,1,0
2774,15,11,W,W,0,1
2775,8,28,L,W,1,0
2776,17,3,D,L,0,0
2777,14,11,W,L,0,1
2778,1,36,L,L,1,0
2779,4,34,W,L,0,1
2780,9,24,W,W,0,1
2781,11,18,D,D,0,0
2782,5,32,L,L,1,0
2783,1,35,L,L,1,0
2784,9,22,L,L,1,0
2785,1,35,D,L,0,0
2786,9,24,D,D,0,0
2787,12,18,W,D,0,1
2788,6,31,L,W,1,0
2789,9,23,W,L,0,1
2790,12,15,W,L,0,1
2791,10,22,L,L,1,0
2792,10,19,L,D,1,0
2793,11,17,W,L,0,1
2794,6,31,L,D,1,0
2795,10,22,D,W,0,0
2796,7,31,L,L,1,0
2797,6,32,D,L,0,0
2798,7,28,L,L,1,0
2799,15,10,L,W,1,0
2800,9,24,W,L,0,1
2801,8,25,L,L,1,0
2802,15,8,W,L,0,1
2803,11,21,W,L,0,1
2804,4,35,L,L,1,0
2805,9,25,L,L,1,0
2806,8,28,W,L,0,1
2807,5,33,L,L,1,0
2808,13,11,L,D,1,0
2809,9,23,D,L,0,0
2810,8,28,L,D,1,0
2811,11,17,D,L,0,0
2812,13,14,D,L,0,0
2813,14,10,W,W,0,1
2814,4,31,L,L,1,0
2815,14,11,L,W,1,0
2816,9,23,L,L,1,0
2817,16,7,L,D,1,0
2818,10,23,L,D,1,0
2819,7,28,D,L,0,0
2820,6,31,L,D,1,0
2821,7,28,L,D,1,0
2822,13,14,L,L,1,0
2823,9,24,L,W,1,0
2824,9,26,L,D,1,0
2825,5,36,W,L,0,1
2826,13,15,W,D,0,1
2827,9,26,L,W,1,0
2828,10,18,L,D,1,0
2829,11,16,W,L,0,1
2830,4,33,L,L,1,0
2831,10,20,D,L,0,0
2832,7,30,D,L,0,0
2833,8,23,L,L,1,0
2834,10,21,W,D,0,1
2835,8,27,W,L,0,1
2836,2,36,L,L,1,0
2837,7,31,L,W,1,0
2838,14,9,W,W,0,1
2839,10,20,L,W,1,0
2840,5,33,L,L,1,0
2841,12,14,L,L,1,0
2842,16,5,W,L,0,1
2843,10,21,W,W,0,1
2844,12,17,L,D,1,0
2845,9,24,W,L,0,1
2846,1,36,L,L,1,0
2847,10,19,L,L,1,0
2848,11,18,D,L,0,0
2849,7,30,D,L,0,0
2850,10,21,L,L,1,0
2851,8,28,L,L,1,0
2852,9,24,D,L,0,0
2853,15,8,W,W,0,1
2854,12,15,D,L,0,0
2855,8,28,D,D,0,0
2856,9,25,L,L,1,0
2857,8,26,L,L,1,0
2858,13,13,L,W,1,0
2859,9,24,L,L,1,0
2860,11,21,W,W,0,1
2861,7,32,D,W,0,0
2862,8,25,L,L,1,0
2863,13,8,W,L,0,1
2864,8,25,L,W,1,0
2865,10,22,L,W,1,0
2866,8,28,D,W,0,0
2867,13,12,W,L,0,1
2868,12,16,L,W,1,0
2869,13,12,L,L,1,0
2870,8,28,D,L,0,0
2871,13,13,D,D,0,0
2872,12,15,L,D,1,0
2873,7,32,D,L,0,0
2874,7,30,D,L,0,0
2875,3,36,L,L,1,0
2876,9,26,D,D,0,0
2877,13,11,L,L,1,0
2878,15,8,W,D,0,1
2879,13,11,W,L,0,1
2880,8,27,L,L,1,0
2881,14,11,L,D,1,0
2882,12,18,W,L,0,1
2883,12,14,W,D,0,1
2884,8,27,L,L,1,0
2885,12,14,W,W,0,1
2886,15,6,D,D,0,0
2887,0,36,L,L,1,0
2888,12,14,L,L,1,0
2889,10,21,L,L,1,0
2890,8,26,L,L,1,0
2891,10,23,L,D,1,0
2892,4,32,L,L,1,0
2893,5,33,W,L,0,1
2894,7,31,W,L,0,1
2895,5,34,D,L,0,0
2896,10,21,W,D,0,1
2897,4,34,L,L,1,0
2898,4,34,L,L,1,0
2899,8,30,D,L,0,0
2900,10,22,L,D,1,0
2901,6,32,L,D,1,0
2902,15,8,D,D,0,0
2903,7,29,L,L,1,0
2904,16,5,L,W,1,0
2905,8,25,D,L,0,0
2906,12,13,W,L,0,1
2907,18,1,W,L,0,1
2908,13,13,D,W,0,0
2909,16,4,W,W,0,1
2910,10,20,W,D,0,1
2911,11,20,L,W,1,0
2912,10,21,D,L,0,0
2913,6,31,L,W,1,0
2914,12,16,D,L,0,0
2915,15,5,D,W,0,0
2916,2,36,L,L,1,0
2917,13,13,W,W,0,1
2918,5,32,L,L,1,0
2919,16,5,D,W,0,0
2920,8,29,L,L,1,0
2921,10,20,D,L,0,0
2922,9,24,L,W,1,0
2923,4,35,L,D,1,0
2924,9,25,W,W,0,1
2925,9,27,D,W,0,0
2926,9,23,D,D,0,0
2927,9,24,D,L,0,0
2928,11,19,D,W,0,0
2929,12,17,W,D,0,1
2930,11,20,W,L,0,1
2931,7,31,L,W,1,0
2932,8,25,L,L,1,0
2933,3,36,D,L,0,0
2934,12,19,D,W,0,0
2935,14,9,D,D,0,0
2936,8,27,L,L,1,0
2937,10,21,W,L,0,1
2938,11,18,D,D,0,0
2939,15,9,D,W,0,0
2940,6,30,L,L,1,0
2941,12,14,D,W,0,0
2942,13,11,L,D,1,0
2943,12,16,L,L,1,0
2944,13,13,L,W,1,0
2945,13,13,D,D,0,0
2946,14,9,D,W,0,0
2947,6,32,L,L,1,0
2948,19,4,W,D,0,1
2949,14,13,W,L,0,1
2950,3,33,L,L,1,0
2951,11,18,D,W,0,0
2952,14,10,W,L,0,1
2953,11,15,L,D,1,0
2954,9,26,L,L,1,0
2955,9,25,D,L,0,0
2956,9,26,L,W,1,0
2957,6,33,L,L,1,0
2958,6,30,L,L,1,0
2959,13,9,W,D,0,1
2960,7,33,L,L,1,0
2961,8,26,D,L,0,0
2962,14,8,W,W,0,1
2963,6,31,W,L,0,1
2964,8,25,L,W,1,0
2965,5,32,D,L,0,0
2966,14,9,L,D,1,0
2967,7,26,D,L,0,0
2968,6,32,L,L,1,0
2969,15,10,W,L,0,1
2970,10,21,L,L,1,0
2971,11,16,W,L,0,1
2972,6,33,L,L,1,0
2973,8,31,D,D,0,0
2974,2,36,D,L,0,0
2975,11,21,L,W,1,0
2976,15,9,D,W,0,0
2977,14,10,L,W,1,0
2978,7,31,L,D,1,0
2979,8,30,D,L,0,0
2980,8,30,L,L,1,0
2981,10,22,L,L,1,0
2982,10,24,D,L,0,0
2983,6,33,L,L,1,0
2984,10,21,L,W,1,0
2985,10,24,L,L,1,0
2986,6,32,L,L,1,0
2987,4,34,L,D,1,0
2988,10,24,L,W,1,0
2989,13,12,W,L,0,1
2990,13,11,L,L,1,0
2991,11,16,L,L,1,0
2992,14,9,W,L,0,1
2993,13,15,D,W,0,0
2994,14,11,D,L,0,0
2995,6,31,L,L,1,0
2996,10,18,L,L,1,0
2997,8,29,D,L,0,0
2998,9,25,D,W,0,0
2999,15,6,D,W,0,0
3000,8,29,D,L,0,0
3001,13,12,D,D,0,0
3002,8,29,L,W,1,0
3003,9,24,D,D,0,0
3004,7,29,L,L,1,0
3005,10,22,W,W,0,1
3006,9,25,W,L,0,1
3007,11,16,D,D,0,0
3008,8,26,D,L,0,0
3009,10,23,L,W,1,0
3010,13,10,L,D,1,0
3011,10,21,W,D,0,1
3012,7,31,D,L,0,0
3013,3,35,L,L,1,0
3014,4,34,L,L,1,0
3015,13,13,W,W,0,1
3016,4,35,L,L,1,0
3017,11,16,D,L,0,0
3018,9,25,L,L,1,0
3019,9,25,D,D,0,0
3020,9,24,D,D,0,0
3021,11,17,D,D,0,0
3022,13,10,L,D,1,0
3023,10,23,L,L,1,0
3024,6,32,L,L,1,0
3025,5,31,D,L,0,0
3026,5,33,L,L,1,0
3027,9,28,L,D,1,0
3028,10,22,L,D,1,0
3029,10,19,W,D,0,1
3030,7,33,L,L,1,0
3031,14,11,W,D,0,1
3032,7,29,L,L,1,0
3033,10,21,W,L,0,1
3034,8,29,L,D,1,0
3035,13,13,D,L,0,0
3036,12,14,L,L,1,0
3037,15,8,L,L,1,0
3038,11,18,L,L,1,0
3039,15,7,D,W,0,0
3040,13,14,D,W,0,0
3041,11,20,W,W,0,1
3042,5,31,L,L,1,0
3043,8,28,W,L,0,1
3044,6,33,D,L,0,0
3045,11,20,L,W,1,0
3046,11,16,W,L,0,1
3047,12,12,L,D,1,0
3048,9,24,L,L,1,0
3049,12,19,D,D,0,0
3050,6,31,W,L,0,1
3051,10,21,D,L,0,0
3052,5,32,D,W,0,0
3053,11,19,W,L,0,1
3054,8,27,L,L,1,0
3055,12,13,L,W,1,0
3056,5,34,L,W,1,0
3057,11,18,L,D,1,0
3058,13,13,L,L,1,0
3059,14,8,D,W,0,0
3060,16,6,W,W,0,1
3061,15,4,W,W,0,1
3062,7,30,L,L,1,0
3063,16,5,L,L,1,0
3064,10,24,L,L,1,0
3065,13,11,L,W,1,0
3066,9,24,D,D,0,0
3067,15,8,W,L,0,1
3068,10,25,D,L,0,0
3069,6,33,D,L,0,0
3070,13,12,L,D,1,0
3071,13,16,D,D,0,0
3072,11,22,D,L,0,0
3073,14,8,W,L,0,1
3074,12,15,L,D,1,0
3075,11,15,W,W,0,1
3076,7,28,L,L,1,0
3077,4,34,L,L,1,0
3078,9,25,D,L,0,0
3079,11,15,L,L,1,0
3080,11,19,L,L,1,0
3081,8,25,L,D,1,0
3082,4,36,L,D,1,0
3083,13,12,L,L,1,0
3084,13,12,W,L,0,1
3085,10,19,W,D,0,1
3086,13,13,W,D,0,1
3087,10,18,L,L,1,0
3088,6,33,D,D,0,0
3089,8,26,L,L,1,0
3090,2,35,D,L,0,0
3091,6,30,L,D,1,0
3092,9,26,D,D,0,0
3093,5,34,L,L,1,0
3094,14,10,W,D,0,1
3095,16,6,W,L,0,1
3096,9,27,L,D,1,0
3097,11,15,W,L,0,1
3098,13,15,L,W,1,0
3099,8,26,L,D,1,0
3100,7,32,D,L,0,0
3101,7,31,L,D,1,0
3102,15,9,W,W,0,1
3103,9,25,L,L,1,0
3104,4,34,L,L,1,0
3105,8,28,L,D,1,0
3106,9,23,W,D,0,1
3107,13,10,D,L,0,0
3108,9,23,L,L,1,0
3109,15,5,W,D,0,1
3110,12,13,L,L,1,0
3111,11,20,L,W,1,0
3112,15,7,D,W,0,0
3113,10,22,L,D,1,0
3114,17,5,W,W,0,1
3115,12,17,W,L,0,1
3116,11,21,L,L,1,0
3117,4,36,L,L,1,0
3118,16,7,D,W,0,0
3119,14,8,W,W,0,1
3120,6,30,L,L,1,0
3121,12,15,L,L,1,0
3122,3,36,L,L,1,0
3123,13,15,L,W,1,0
3124,8,27,L,L,1,0
3125,4,35,L,L,1,0
3126,7,28,L,L,1,0
3127,8,25,L,L,1,0
3128,6,32,L,L,1,0
3129,9,25,D,L,0,0
3130,15,8,L,W,1,0
3131,10,24,W,W,0,1
3132,13,10,D,L,0,0
3133,12,18,L,D,1,0
3134,11,16,W,W,0,1
3135,14,7,L,D,1,0
3136,10,20,W,L,0,1
3137,11,20,D,D,0,0
3138,10,19,D,W,0,0
3139,7,32,D,D,0,0
3140,16,6,W,W,0,1
3141,11,19,W,L,0,1
3142,13,11,L,D,1,0
3143,14,10,W,W,0,1
3144,13,11,D,W,0,0
3145,5,34,D,L,0,0
3146,8,29,L,W,1,0
3147,7,33,W,L,0,1
3148,7,31,L,L,1,0
3149,11,19,W,W,0,1
3150,7,29,L,L,1,0
3151,8,24,W,L,0,1
3152,9,24,L,L,1,0
3153,13,10,W,L,0,1
3154,8,26,L,L,1,0
3155,10,23,D,D,0,0
3156,13,10,L,D,1,0
3157,11,19,L,D,1,0
3158,6,31,L,L,1,0
3159,0,36,L,L,1,0
3160,16,7,W,W,0,1
3161,10,17,L,L,1,0
3162,15,9,D,D,0,0
3163,9,24,W,L,0,1
3164,12,14,W,L,0,1
3165,9,25,D,D,0,0
3166,16,6,W,W,0,1
3167,11,18,L,D,1,0
3168,2,36,L,D,1,0
3169,15,7,D,W,0,0
3170,14,9,W,W,0,1
3171,16,4,D,W,0,0
3172,13,10,L,L,1,0
3173,15,8,W,D,0,1
3174,9,23,D,L,0,0
3175,3,36,L,L,1,0
3176,11,17,W,W,0,1
3177,16,4,W,W,0,1
3178,8,26,L,L,1,0
3179,8,26,L,L,1,0
3180,8,27,L,L,1,0
3181,12,13,W,L,0,1
3182,12,14,D,W,0,0
3183,10,24,L,W,1,0
3184,13,11,L,L,1,0
3185,13,12,W,W,0,1
3186,9,25,W,D,0,1
3187,7,31,D,L,0,0
3188,16,4,L,W,1,0
3189,8,25,D,L,0,0
3190,8,25,L,L,1,0
3191,12,16,D,D,0,0
3192,10,20,L,L,1,0
3193,3,33,L,L,1,0
3194,7,31,L,L,1,0
3195,8,26,W,D,0,1
3196,12,14,L,L,1,0
3197,8,27,L,W,1,0
3198,13,11,L,W,1,0
3199,8,28,D,L,0,0
3200,4,34,D,L,0,0
3201,10,19,W,L,0,1
3202,7,30,L,L,1,0
3203,8,27,W,L,0,1
3204,8,28,D,D,0,0
3205,12,14,L,D,1,0
3206,10,19,W,L,0,1
3207,14,8,D,W,0,0
3208,15,9,D,L,0,0
3209,6,31,D,L,0,0
3210,10,23,L,W,1,0
3211,7,29,L,L,1,0
3212,7,30,W,L,0,1
3213,17,2,D,L,0,0
3214,8,26,D,D,0,0
3215,7,26,L,W,1,0
3216,7,28,D,L,0,0
3217,3,35,D,D,0,0
3218,11,17,L,W,1,0
3219,10,20,L,W,1,0
3220,5,34,L,W,1,0
3221,9,23,L,D,1,0
3222,14,8,W,D,0,1
3223,7,30,D,W,0,0
3224,16,7,W,W,0,1
3225,11,19,L,L,1,0
3226,12,17,D,D,0,0
3227,5,33,W,D,0,1
3228,12,18,D,L,0,0
3229,11,19,W,W,0,1
3230,11,18,L,L,1,0
3231,6,29,L,L,1,0
3232,13,10,W,W,0,1
3233,8,28,L,W,1,0
3234,4,34,L,L,1,0
3235,9,23,D,L,0,0
3236,9,26,L,L,1,0
3237,9,27,L,L,1,0
3238,13,15,L,W,1,0
3239,13,13,D,D,0,0
3240,3,34,L,D,1,0
3241,12,16,W,L,0,1
3242,8,29,W,L,0,1
3243,5,34,L,L,1,0
3244,12,13,L,L,1,0
3245,9,25,L,D,1,0
3246,6,32,L,L,1,0
3247,14,10,W,L,0,1
3248,8,27,D,D,0,0
3249,15,8,W,D,0,1
3250,8,25,W,D,0,1
3251,7,29,D,D,0,0
3252,9,23,L,L,1,0
3253,10,23,L,W,1,0
3254,16,6,L,W,1,0
3255,11,20,L,L,1,0
3256,8,26,D,D,0,0
3257,11,17,W,D,0,1
3258,10,24,L,D,1,0
3259,8,28,D,L,0,0
3260,7,27,D,L,0,0
3261,7,31,L,D,1,0
3262,9,27,L,D,1,0
3263,10,24,D,D,0,0
3264,13,11,W,W,0,1
3265,19,1,L,W,1,0
3266,18,2,W,W,0,1
3267,8,31,W,L,0,1
3268,6,30,D,L,0,0
3269,8,25,L,L,1,0
3270,8,25,L,D,1,0
3271,12,16,L,L,1,0
3272,10,24,L,L,1,0
3273,5,33,L,L,1,0
3274,11,18,L,W,1,0
3275,8,30,W,D,0,1
3276,6,28,W,D,0,1
3277,10,24,D,L,0,0
3278,9,21,W,L,0,1
3279,4,33,L,W,1,0
3280,3,36,L,L,1,0
3281,13,9,L,L,1,0
3282,10,21,L,L,1,0
3283,10,22,L,W,1,0
3284,11,19,L,W,1,0
3285,16,6,L,D,1,0
3286,9,25,W,L,0,1
3287,11,17,L,L,1,0
3288,13,13,W,D,0,1
3289,13,16,L,L,1,0
3290,6,32,L,D,1,0
3291,5,33,L,L,1,0
3292,4,34,D,L,0,0
3293,11,17,L,D,1,0
3294,5,33,L,L,1,0
3295,5,32,L,L,1,0
3296,9,24,L,D,1,0
3297,8,29,L,L,1,0
3298,13,12,D,L,0,0
3299,5,33,W,L,0,1
3300,13,12,L,W,1,0
3301,14,11,L,L,1,0
3302,10,22,D,L,0,0
3303,8,29,D,D,0,0
3304,10,22,L,L,1,0
3305,11,21,L,L,1,0
3306,7,28,D,L,0,0
3307,16,4,D,L,0,0
3308,11,17,W,W,0,1
3309,13,16,D,D,0,0
3310,14,11,W,D,0,1
3311,12,18,L,D,1,0
3312,6,32,L,L,1,0
3313,6,34,L,D,1,0
3314,11,17,W,L,0,1
3315,10,20,D,L,0,0
3316,4,35,W,D,0,1
3317,9,27,W,L,0,1
3318,6,33,L,L,1,0
3319,8,27,D,D,0,0
3320,5,34,L,L,1,0
3321,7,30,D,D,0,0
3322,8,24,L,W,1,0
3323,11,17,W,L,0,1
3324,10,22,L,W,1,0
3325,4,32,L,L,1,0
3326,1,36,L,L,1,0
3327,8,25,L,L,1,0
3328,10,22,W,L,0,1
3329,5,33,W,L,0,1
3330,18,4,W,W,0,1
3331,8,27,D,D,0,0
3332,16,7,W,L,0,1
3333,4,33,D,L,0,0
3334,16,6,W,D,0,1
3335,13,11,W,L,0,1
3336,10,22,L,D,1,0
3337,13,10,L,W,1,0
3338,10,23,D,W,0,0
3339,7,30,L,D,1,0
3340,9,25,D,L,0,0
3341,8,28,L,L,1,0
3342,10,23,L,L,1,0
3343,4,34,L,D,1,0
3344,4,35,L,D,1,0
3345,16,6,W,D,0,1
3346,5,33,L,L,1,0
3347,12,14,W,W,0,1
3348,13,13,D,W,0,0
3349,14,8,L,D,1,0
3350,8,26,D,L,0,0
3351,13,12,L,W,1,0
3352,11,17,L,D,1,0
3353,8,27,L,L,1,0
3354,5,33,L,D,1,0
3355,11,18,W,L,0,1
3356,16,6,L,W,1,0
3357,13,15,L,L,1,0
3358,8,26,D,L,0,0
3359,1,36,L,L,1,0
3360,10,22,D,L,0,0
3361,12,15,L,W,1,0
3362,9,26,W,L,0,1
3363,15,6,L,W,1,0
3364,7,29,D,L,0,0
3365,10,23,D,D,0,0
3366,4,34,L,L,1,0
3367,8,27,L,W,1,0
3368,12,13,W,L,0,1
3369,11,18,L,W,1,0
3370,9,25,L,D,1,0
3371,13,10,W,L,0,1
3372,12,16,D,W,0,0
3373,4,33,D,L,0,0
3374,9,23,D,D,0,0
3375,14,9,W,D,0,1
3376,14,10,W,W,0,1
3377,10,21,D,D,0,0
3378,10,22,L,D,1,0
3379,9,23,L,L,1,0
3380,10,26,W,D,0,1
3381,16,6,D,L,0,0
3382,14,8,L,D,1,0
3383,7,29,L,L,1,0
3384,13,11,D,L,0,0
3385,7,26,W,L,0,1
3386,13,13,D,L,0,0
3387,11,22,W,D,0,1
3388,5,35,L,L,1,0
3389,2,35,L,L,1,0
3390,9,24,W,L,0,1
3391,12,17,L,D,1,0
3392,14,11,W,L,0,1
3393,14,9,L,D,1,0
3394,4,35,L,L,1,0
3395,7,29,L,L,1,0
3396,13,13,W,L,0,1
3397,9,27,D,L,0,0
3398,6,31,W,W,0,1
3399,5,34,W,L,0,1
3400,10,23,L,W,1,0
3401,9,23,L,L,1,0
3402,18,3,L,W,1,0
3403,8,27,L,D,1,0
3404,6,31,D,D,0,0
3405,9,24,L,L,1,0
3406,6,32,L,L,1,0
3407,10,22,L,W,1,0
3408,7,31,L,D,1,0
3409,7,27,L,W,1,0
3410,6,31,D,L,0,0
3411,12,17,L,D,1,0
3412,10,20,L,L,1,0
3413,14,8,L,W,1,0
3414,10,21,L,W,1,0
3415,10,24,W,L,0,1
3416,6,31,L,L,1,0
3417,13,13,W,L,0,1
3418,6,33,L,W,1,0
3419,7,31,D,L,0,0
3420,3,36,L,L,1,0
3421,9,22,D,W,0,0
3422,16,3,W,D,0,1
3423,7,30,W,L,0,1
3424,6,31,L,L,1,0
3425,7,29,W,L,0,1
3426,7,26,W,L,0,1
3427,9,24,L,L,1,0
3428,10,21,D,W,0,0
3429,8,29,W,L,0,1
3430,10,21,D,D,0,0
3431,10,23,L,D,1,0
3432,15,7,L,L,1,0
3433,14,9,D,W,0,0
3434,7,27,W,L,0,1
3435,6,31,D,L,0,0
3436,15,9,W,W,0,1
3437,11,16,L,D,1,0
3438,8,25,W,D,0,1
3439,8,26,W,D,0,1
3440,4,36,L,D,1,0
3441,15,2,L,L,1,0
3442,6,31,L,L,1,0
3443,9,26,D,D,0,0
3444,6,32,W,L,0,1
3445,13,13,W,L,0,1
3446,6,31,L,L,1,0
3447,8,25,D,L,0,0
3448,10,22,L,D,1,0
3449,21,1,W,W,0,1
3450,9,26,L,L,1,0
3451,5,33,L,D,1,0
3452,9,23,D,D,0,0
3453,2,35,D,L,0,0
3454,9,22,L,L,1,0
3455,9,26,L,D,1,0
3456,13,10,L,W,1,0
3457,7,28,W,W,0,1
3458,14,11,W,W,0,1
3459,8,27,L,L,1,0
3460,20,1,W,W,0,1
3461,11,17,L,D,1,0
3462,14,12,W,L,0,1
3463,10,19,W,W,0,1
3464,8,23,L,W,1,0
3465,10,24,W,D,0,1
3466,13,14,W,L,0,1
3467,7,33,L,L,1,0
3468,6,30,D,D,0,0
3469,16,5,W,W,0,1
3470,7,29,L,L,1,0
3471,8,27,D,L,0,0
3472,9,23,L,W,1,0
